"airtableID","Unique ID","Name Built","Major african poet","nationality-country","Short biography","name-letter","year_degree_institution","events","work roles","news item roles","birth-decade","nationality-region","Date birth","Date death","birth_spatial.country","birth_spatial.city"
"","apdp.person.000959","Estrella, Miguel Ángel","",""," - ","E","","","","Elysee hosts stars of human rights (1985-06-01)|Artist","1940","","1940-07-04","","[""Argentina""]",""
"","apdp.person.000960","Perse, Saint-John","",""," - ","P","","","","The Lyrics of the President (1973-07-13)|Mentioned Poet","1880","","1887-05-31","1975-09-20","[""Guadeloupe""]",""
"","apdp.person.000961","Sheppard, David","",""," - ","S","","","","Kidnap plot warning to cricket club (1970-04-30)|Civilian","1920","","1929-03-06","2005-03-05","[""England""]",""
"","apdp.person.000962","Ikejiani, O.","",""," - ","I","","","","Commonwealth writing from Africa (1965-09-16)|Academic","","","","","",""
"","apdp.person.000963","Service, Robert W.","",""," - ","S","","","","Voice of the poets (1965-09-13)|Mentioned Poet","1870","","1874-01-16","1958-09-11","[""England""]",""
"","apdp.person.000964","Young, Marguerite 'Vivian'","","","American novelist, prose writer, and poet","Y","","","","A Guide to Twentieth-Century Women Novelists (1997-06-27)|Writer","1900","","1908-08-26","1995-11-17","[""United States""]",""
"","apdp.person.000965","Fowles, John","",""," - ","F","","","","Heinemann (1978-10-20)|Writer","1920","","1926-03-31","2005-11-05","[""England""]",""
"","apdp.person.000966","Musa, Mansa","",""," - ","M","","","","Focus on a medieval African civilization (1972-06-29)|Politician","1280","","1280-01-01","1337-01-01","[""Mali Empire""]",""
"","apdp.person.000967","Fortini, Franco","",""," - ","F","","","","The music of Milan (1996-07-19)|Mentioned Poet","","","","","",""
"","apdp.person.000968","Fifield, A. C.","",""," - ","F","","","","Mr. Fifield's New List (1917-07-26)|Publisher","","","","","",""
"","apdp.person.000969","Temple, Cliff","",""," - ","T","","","","These tarnished Olympics (1976-07-25)|Reporter","1940","","1947-01-29","1994-01-08","[""England""]",""
"","apdp.person.000970","Wohlhuter, Rick","",""," - ","W","","","","Countries wait to see if they can compete (1976-07-20)|Athlete","1940","","1948-12-23","","[""United States""]",""
"","apdp.person.000971","Evans, Mary Ann 'George Eliot'","",""," - ","E","","","","Paper-backs: Fiction (1973-04-13)|Writer;;;Attempting the Pen (1989-09-22)|Writer;;;Words and Meanings (1990-06-03)|Author;;;Take three girls (1992-05-03)|Author","1810","","1819-11-22","1880-12-22","[""England""]",""
"","apdp.person.000972","Wevill, David","",""," - ","W","","","","Voice of the poets (1965-09-13)|Mentioned Poet","1930","","1935-01-01","","[""Canada""]",""
"","apdp.person.000973","Okeke, Christopher Uchefuna 'Uche'","",""," - ","O","","","","African Culture Asserted After Struggle (1976-07-22)|Artist","1930","","1933-04-30","2016-01-05","[""Nigeria""]",""
"","apdp.person.000974","Sharp, Cecil","",""," - ","S","","","","Black Orpheus (1966-07-28)|Artist","1850","","1859-11-22","1924-06-23","[""England""]",""
"","apdp.person.000975","Pound, Ezra","",""," - ","P","","","","Scorning the Sonnet (1983-09-16)|Mentioned Poet;;;Poetry Gala (1969-02-04)|Mentioned Poet;;;One World in Four Volumes (1972-07-07)|Mentioned Poet;;;""Gestures of yearning, acts of faith (2012-11-02)""|Mentioned Poet;;;A change of address (2002-01-25)|Mentioned Poet;;;""A poet in arms (guns, sub-machine 9mm, 1007) (1966-10-30)""|Mentioned Poet;;;Then and Now: A Change of Address (2014-08-08)|Mentioned Poet;;;Sophiatown Style (1982-08-27)|Mentioned Poet","1880","","1885-10-30","1972-11-01","[""United States""]",""
"","apdp.person.000976","Jahn, Janheinz","",""," - ","J","","","","The Lyrics of the President (1973-07-13)|Writer;;;Ways into Africa (1969-01-02)|Academic","1910","","1918-07-23","1973-10-20","[""Germay""]",""
"","apdp.person.000977","Ghansah, Rachel Kaadzi","",""," - ","G","","","","Cultural Studies (2011-11-04)|Academic","1980","","1982-01-01","","[""United States""]",""
"","apdp.person.000978","Warnes, Andrew","",""," - ","W","","","","Cultural Studies (2011-11-04)|Critic","","","","","",""
"","apdp.person.000979","Moore, C.","",""," - ","M","","","","Father and son (1973-08-31)|Critic","","","","","",""
"","apdp.person.000981","Sahgal, Nayantara","",""," - ","S","","","","Voices of Empire (1993-04-09)|Writer","1920","","1927-05-10","","[""India""]",""
"","apdp.person.000982","Mortimer, John","",""," - ","M","","","","Voyage Round Soyinka (1990-03-17), My Oxford (1977-03-20)|Writer;;;The biggest bunfight in history? (1997-04-13)|Critic","1920","","1923-04-21","2009-01-16","[""England""]",""
"","apdp.person.000983","Burlingame, Perdita","",""," - ","B","","","","Paper-backs: Fiction (1973-04-13)|Translator","","","","","",""
"","apdp.person.000984","Tolstoy, Leo","",""," - ","T","","","","One World in Four Volumes (1972-07-07)|Writer","1820","","1828-08-09","1910-11-20","[""Russian Empire""]",""
"","apdp.person.000985","Narayan, Rasipuram Krishnaswami Iyer 'R. K.'","",""," - ","N","","","","Sounding the Sixties--2: The Commonwealth (1965-09-16)|Writer;;;Books of the 1960s-2 (1965-09-16)|Writer","1900","","1906-10-10","2001-05-13","[""British India""]",""
"","apdp.person.000986","Oliver, Roland","",""," - ","O","","","","Senegal's shining beacon (1990-09-14)|Critic","1920","","1923-03-30","2014-02-09","[""India""]",""
"","apdp.person.000988","Zell, Hans","","","Hans Zell is a publisher, and publishing consultant. Born in Zurich Switzerland. ","Z","","","","Heinemann: New African Writing (1972-03-03)|Academic;;;Africa speaks (1972-04-09)|Editor","1940","","1940-01-27","","[""Switzerland""]",""
"","apdp.person.000989","Purdy, James","",""," - ","P","","","","Catalogue of the ridiculous (1975-07-02)|Writer","1910","","1914-07-17","2009-03-13","[""United States""]",""
"","apdp.person.000990","Beti, Mongo","",""," - ","B","","","","The Lyrics of the President (1973-07-13)|Writer;;;A World of Riches (1975-04-13)|Writer;;;Heinemann Educational Books: African Writers Series (1978-10-13)|Writer;;;Writing in West Africa: A Chance to Adapt and to Experiment (1962-08-10)|Writer;;;Through the Drum (1972-12-29)|Writer;;;Commentary (1969-10-02)|Writer;;;African Writers Series reaches 100 (1972-02-25)|Writer","1930","","1932-06-30","2001-10-08","[""Cameroon""]",""
"","apdp.person.000991","Nabokov, Vladimir","",""," - ","N","","","","Catalogue of the ridiculous (1975-07-02)|Writer","1890","","1899-04-22","1977-07-02","[""Russian Empire""]",""
"","apdp.person.000992","Barber, M. E.","",""," - ","B","","","","A Literature in the Making (1935-05-31)|Writer","","","","","",""
"","apdp.person.000993","Arnold, Matthew","",""," - ","A","","","","A Poet of South Africa (1947-05-31)|Mentioned Poet","1820","","1822-12-24","1888-04-15","[""England""]",""
"","apdp.person.000994","Wordsworth, William","",""," - ","W","","","","The Bishop's move (1997-06-27)|Mentioned Poet;;;Nigerian traditions (1972-01-07)|Mentioned Poet;;;In search of a subject (2003-02-07)|Mentioned Poet","1770","","1770-04-07","1850-04-23","[""England""]",""
"","apdp.person.000995","White, Michael","",""," - ","W","","","","Season of African Plays (1966-06-17)|Civilian","","","","","",""
"","apdp.person.000996","Ogunde, Hubert","",""," - ","O","","","","Among the Magazines: Index (1980-06-06)|Writer;;;African Culture Asserted After Struggle (1976-07-22)|Writer;;;Elite Performances (1983-01-14)|Writer;;;The Primacy of the Performer (1976-09-17)|Actor","1910","","1916-07-10","1990-04-04","[""Nigeria""]",""
"","apdp.person.000997","Nixon, Rob","",""," - ","N","","","","Things fall apart (1992-12-11)|Critic","","","","","",""
"","apdp.person.000998","Amadi, Elechi","","","Elechi Amadi was a Nigerian novelist and playwright. He is the author of several novels including The Concubine (1966), The Great Ponds (1969), and The Slave (1978)","A","","","","Heinemann Educational Books: African Writers Series (1978-10-13)|Writer;;;Literature: Critics in each other's bad books (1977-01-18)|Writer;;;""The Power of Print, II: What Do African Intellectuals Read? (1972-05-12)""|Writer;;;Through the Drum (1972-12-29)|Writer;;;New writers emerge after the 'big sleep' (2008-06-24)|Writer;;;African Writers Series reaches 100 (1972-02-25)|Writer;;;The arrest of Ken Saro-Wiwa (1993-07-02)|Writer","1930","","1934-05-12","2016-06-29","[""Nigeria""]",""
"","apdp.person.000999","Smith, Stevie","",""," - ","S","","","","Poetry Gala (1969-02-04)|Mentioned Poet;;;A Guide to Twentieth-Century Women Novelists (1997-06-27)|Writer;;;Attempting the Pen (1989-09-22)|Mentioned Poet","1900","","1902-09-20","1971-03-07","[""England""]",""
"","apdp.person.001000","Auerbach, Erich","",""," - ","A","","","","Through the Drum (1972-12-29)|Writer","1890","","1892-11-09","1957-10-13","[""Germany""]",""
"","apdp.person.001001","Forster, E. M.","",""," - ","F","","","","At the crossroads of cultures (1975-10-17)|Writer","1870","","1879-01-01","1970-06-07","[""England""]",""
"","apdp.person.001002","Okechuku, Guy","",""," - ","O","","","","Nigeria protests grow as president clings to power (2010-01-13)|Civilian","","","","","",""
"","apdp.person.001003","Opland, Jeff","",""," - ","O","","","","Specialist issues: Literature (1987-11-20)|Academic","","","","","[""South Africa""]",""
"","apdp.person.001004","Krige, Uys","True","[""South Africa""]","Uys Krige was a South African writer and poet born in 1910 and known for writing in both Afrikaans and English. Though he spent some years in the 1930s living in France and Spain, he returned to South Africa in 1935 to become a reporter for the South African Rand Daily Mail. During World War II, he was a war correspondent with the South African Army and was captured, spending two years as a prisoner of war. Krige's talent with Romance languages meant he became the primary translator of Romance literature into Afrikaans, which had a great impact on modern South African writing.

https://en.wikipedia.org/wiki/Uys_Krige","K","[""1931 [unknown]: University of Stellenbosch""]","","[Classical and Byzantine and Oriental and African: The Penguin Companion to Literature (1969)](apdp.work.000443)|Mentioned Poet;;;[Kentering (Change) (1935)](apdp.work.000546)|Poet;;;[Kentering (Change) (1935)](apdp.work.000546)|Work Author;;;[Rooidag (Red day) (1940)](apdp.work.000545)|Poet;;;[Rooidag (Red day) (1940)](apdp.work.000545)|Work Author;;;[Oorlogsgedigte (War poems) (1942)](apdp.work.000544)|Poet;;;[Oorlogsgedigte (War poems) (1942)](apdp.work.000544)|Work Author;;;[Hart sonder hawe (Heart without harbour) (1949)](apdp.work.000547)|Poet;;;[Hart sonder hawe (Heart without harbour) (1949)](apdp.work.000547)|Work Author;;;[Ballade van die groot begeer (Ballad of the great desire) (1960)](apdp.work.000543)|Poet;;;[Ballade van die groot begeer (Ballad of the great desire) (1960)](apdp.work.000543)|Work Author;;;[Vooraand (The evening before) (1964)](apdp.work.000548)|Poet;;;[Vooraand (The evening before) (1964)](apdp.work.000548)|Work Author","""Power of the Pen in Exile: The Times Profile, Breyten Breytenbach (1984-04-26)""|Mentioned Poet;;;Sounding the Sixties--2: The Commonwealth (1965-09-16)|Writer;;;A New Look in Writing (1960-05-31)|Poet;;;One World in Four Volumes (1972-07-07)|Poet;;;A South African Bloomsbury basher (1982-04-11)|Mentioned Poet;;;A Bolter and the Invincible Summer (1988-09-04)|Mentioned Poet;;;Radio (1999-01-24)|Poet","1910","[""Southern Africa""]","1910-02-10","1987-08-10","[""South Africa""]",""
"","apdp.person.001005","Palangyo, Peter K.","",""," - ","P","","","","African Writers Series reaches 100 (1972-02-25)|Writer","1930","","1939-01-01","1993-01-01","[""Tanzania""]",""
"","apdp.person.001006","Chraïbi, Driss","",""," - ","C","","","","African Writers Series reaches 100 (1972-02-25)|Writer","1920","","1926-07-15","2007-04-01","[""Morocco""]",""
"","apdp.person.001007","Pickard, Tom","",""," - ","P","","","","Poetry Gala (1969-02-04)|Mentioned Poet","1940","","1946-01-01","","[""England""]",""
"","apdp.person.001008","Barthes, Roland","",""," - ","B","","","","""Tracts for the times: Art, Dialogue and Outrage by Wole Soyinka (1988-12-10)""|Writer","1910","","1915-11-12","1980-02-26","[""France""]",""
"","apdp.person.001009","Hasan, Muhammad Abdille","True","[""Somaliland""]","Mohammed Abdullah Hassan was a Somali leader who founded the Dervish movement against colonial powers in Somaliland. He inspired his followers with his poetry and charisma to rebel against the British, Italian, and Ethiopian forces.

https://en.wikipedia.org/wiki/Mohammed_Abdullah_Hassan","H","","","[Somali Poetry: An Introduction (1964)](apdp.work.000212)|Poet;;;[A Selection of African Prose (1964)](apdp.work.000211)|Poet","Africa on Record (1964-06-11)|Poet","1860","[""East Africa""]","1864-01-01","1920-01-01","[""Somaliland""]",""
"","apdp.person.001010","Acquaye, Saka","","","Born in 1923, Saka Acquaye was a multi-disciplinary Ghanian artist, a playwright, musician and textile designer.","A","","","","Folklore Modern Style (1969-10-22)|Writer","1920","","1923-11-02","2007-02-27","[""Ghana""]",""
"","apdp.person.001011","van Heerden, Ernst","True","[""South Africa""]","Ernst van Heerden was South African poet considered to have played a leading role in Afrikaner poetry. He was an openly gay academic and art collector. Frequently, his poetry featured sports. He received the Hofmeyr prize for poetry in 1975.

https://en.wikipedia.org/wiki/Ernst_van_Heerden
","V","[""1936 [unknown]: University of Stellenbosch""]","","[Ses Gedigte (""Six Poems"") (1940)](apdp.work.000275)|Poet;;;[Ses Gedigte (""Six Poems"") (1940)](apdp.work.000275)|Work Author;;;[Die Sewe Vrese (1951)](apdp.work.000276)|Poet;;;[Die Sewe Vrese (1951)](apdp.work.000276)|Work Author;;;[Weerlose Uur (1943)](apdp.work.000257)|Poet;;;[Weerlose Uur (1943)](apdp.work.000257)|Work Author;;;[Verklaarde Nag (1946)](apdp.work.000273)|Poet;;;[Verklaarde Nag (1946)](apdp.work.000273)|Work Author;;;[Die Sewe Vrese (1951)](apdp.work.000265)|Poet;;;[Die Sewe Vrese (1951)](apdp.work.000265)|Work Author;;;[Die Bevryding (1952)](apdp.work.000266)|Poet;;;[Die Bevryding (1952)](apdp.work.000266)|Work Author;;;[Reisiger (1953)](apdp.work.000269)|Poet;;;[Reisiger (1953)](apdp.work.000269)|Work Author;;;[Koral van die Dood (1956)](apdp.work.000260)|Poet;;;[Koral van die Dood (1956)](apdp.work.000260)|Work Author;;;[Etikette op My Koffer; Bladsye uit'n Amerikaase Reisjoernal (1961)](apdp.work.000259)|Poet;;;[Etikette op My Koffer; Bladsye uit'n Amerikaase Reisjoernal (1961)](apdp.work.000259)|Work Author;;;[Die Klop (1961)](apdp.work.000268)|Poet;;;[Die Klop (1961)](apdp.work.000268)|Work Author;;;[Op Die Mespunt (1963)](apdp.work.000277)|Poet;;;[Op Die Mespunt (1963)](apdp.work.000277)|Work Author;;;[Wolk van die Mooi Weer: 'n Suid-Amerikaanse Reisjoernaal (1964)](apdp.work.000267)|Poet;;;[Wolk van die Mooi Weer: 'n Suid-Amerikaanse Reisjoernaal (1964)](apdp.work.000267)|Work Author;;;[Anderkant Besit (1966)](apdp.work.000278)|Poet;;;[Anderkant Besit (1966)](apdp.work.000278)|Work Author;;;[Die Aamborstige Klok. Herinneringe ann 'n Karoojeug (1966)](apdp.work.000261)|Poet;;;[Die Aamborstige Klok. Herinneringe ann 'n Karoojeug (1966)](apdp.work.000261)|Work Author;;;[Teenstrydige Liedere (1972)](apdp.work.000262)|Poet;;;[Teenstrydige Liedere (1972)](apdp.work.000262)|Work Author;;;[Tyd van Verhuising (1975)](apdp.work.000258)|Poet;;;[Tyd van Verhuising (1975)](apdp.work.000258)|Work Author;;;[Die Ysterwoud (1976)](apdp.work.000271)|Poet;;;[Die Ysterwoud (1976)](apdp.work.000271)|Work Author;;;[Kleur van Donkerte: verse 1942-1956 (1981)](apdp.work.000270)|Poet;;;[Kleur van Donkerte: verse 1942-1956 (1981)](apdp.work.000270)|Work Author;;;[Kanse Op 'N Wrak (1982)](apdp.work.000272)|Poet;;;[Kanse Op 'N Wrak (1982)](apdp.work.000272)|Work Author;;;[Die Swart Skip (1985)](apdp.work.000279)|Poet;;;[Die Swart Skip (1985)](apdp.work.000279)|Work Author;;;[The Runner and the Shadow (1986)](apdp.work.000263)|Poet;;;[The Runner and the Shadow (1986)](apdp.work.000263)|Work Author;;;[Amulet Teen die Vuur (1987)](apdp.work.000264)|Poet;;;[Amulet Teen die Vuur (1987)](apdp.work.000264)|Work Author;;;[Die Ligtende Trein: Outobiografiese Vertellings (1982)](apdp.work.000274)|Poet;;;[Die Ligtende Trein: Outobiografiese Vertellings (1982)](apdp.work.000274)|Work Author","""Power of the Pen in Exile: The Times Profile, Breyten Breytenbach (1984-04-26)""|Mentioned Poet;;;A New Look in Writing (1960-05-31)|Poet;;;|Poet;;;Lost for Words (2004-05-08)|Poet","1910","[""Southern Africa""]","1916-03-20","1997-09-30","[""South Africa""]",""
"","apdp.person.001012","Bland, Kenneth Colin","",""," - ","B","","","","Apartheid and Sport: The Logic of Denis Howell's Approach (1969-10-21)|Athlete","1930","","1938-04-05","2018-04-14","[""Zimbabwe""]",""
"","apdp.person.001013","Andoh, Adjoa","","","Adjoa Andoh is a British actress and writer. ","A","","","","Radio 3: The Sunday Play (1995-09-10)|Actor","1960","","1963-01-14","","",""
"","apdp.person.001014","Jacobson, Dan","",""," - ","J","","","","Letters to the editor: Nigerian author (1967-08-29)|Writer;;;Sounding the Sixties--2: The Commonwealth (1965-09-16)|Writer;;;A New Look in Writing (1960-05-31)|Writer;;;Catalogue of the ridiculous (1975-07-02)|Writer;;;Books of the 1960s-2 (1965-09-16)|Writer","1920","","1929-03-07","2014-06-12","[""South Africa""]",""
"","apdp.person.001015","Crawford, Jeffrey","",""," - ","C","","","","Kidnap plot warning to cricket club (1970-04-30)|Politician","","","","","",""
"","apdp.person.001016","Anozie, Nonso","",""," - ","A","","","","Death and the King's Horseman (2009-04-04)|Artist","1970","","1978-11-17","","[""England""]",""
"","apdp.person.001017","Christensen, Inger","",""," - ","C","","","","Attempting the Pen (1989-09-22)|Writer","1930","","1935-01-16","2009-01-02","",""
"","apdp.person.001018","LePan, Douglas","",""," - ","L","","","","Voice of the poets (1965-09-13)|Mentioned Poet","1910","","1914-05-25","1998-11-27","[""Canada""]",""
"","apdp.person.001019","Bakr, Salwa","",""," - ","B","","","","Ain't I a woman (1992-12-11)|Writer","1940","","1949-01-01","","[""Egypt""]",""
"","apdp.person.001020","Williams, Denis","",""," - ","W","","","","Avant ou a Rebours?  (1964-09-03)|Writer;;;Books of the 1960s-2 (1965-09-16)|Writer;;;Eng. Lit. Expands (1969-12-04)|Writer","1920","","1923-02-01","1998-06-28","[""Guyana""]",""
"","apdp.person.001021","Dia, Mamadou","",""," - ","D","","","","Poetic Licence for Democracy (1977-05-12)|Politician","1910","","1910-07-18","2009-01-25","[""Senegal""]",""
"","apdp.person.001022","Godolphin, Sidney","",""," - ","G","","","","""Gestures of yearning, acts of faith (2012-11-02)""|Mentioned Poet","1610","","1610-01-01","1643-01-01","[""England""]",""
"","apdp.person.001023","Ifeajuna, Emmanuel","",""," - ","I","","","","Far Removed (2010-11-05)|Politician","1930","","1935-01-01","1967-09-25","[""Nigeria""]",""
"","apdp.person.001024","Murphy, Rosalie","",""," - ","M","","","","The Times Diary: Poetic Justice (1969-09-03)|Editor","","","","","",""
"","apdp.person.001025","Comnena, Anna","","","Byzantine princess.","C","","","","One World in Four Volumes (1972-07-07)|Academic","1080","","1083-12-02","1153-01-01","[""Byzantine Empire""]",""
"","apdp.person.001026","Barnes, William","",""," - ","B","","","","One World in Four Volumes (1972-07-07)|Mentioned Poet","1800","","1801-01-01","1886-01-01","[""England""]",""
"","apdp.person.001027","Tomlin, Eric Walter Frederick 'E. W. F.'","",""," - ","T","","","","Surveying Yeats from China to Peru (1966-02-10)|Academic","1910","","1913-01-30","1988-01-16","[""England""]",""
"","apdp.person.001028","Luthuli, Albert","",""," - ","L","","","","Books for a Commonwealth: Publishing locally or from London (1962-08-10)|Writer","1890","","1898-01-01","1967-01-01","[""Zimbabwe""]",""
"","apdp.person.001029","Boston, Ralph","",""," - ","B","","","","US Negroes asked to boycott Games (1967-09-26)|Athlete","1930","","1939-01-01","","[""United States""]",""
"","apdp.person.001030","Basnett, David","",""," - ","B","","","","Winter of Discontent (1987-04-05)|Politician","1920","","1924-02-09","1989-01-25","[""England""]",""
"","apdp.person.001031","Brooks, Jeremy","",""," - ","B","","","","Africa speaks (1972-04-09)|Critic;;;African fiction: a sense of urgency (1976-12-12)|Critic","1920","","1926-12-17","1994-06-27","[""England""]",""
"","apdp.person.001032","Lodge, David","",""," - ","L","","","","One man's map (1984-05-11)|Writer","1930","","1935-01-28","","[""England""]",""
"","apdp.person.001033","Drury, Annmarie","",""," - ","D","","","","Miracle at the margin (2000-11-24)|Critic","","","","","",""
"","apdp.person.001034","Tanizaki, Jun'ichirō","",""," - ","T","","","","Catalogue of the ridiculous (1975-07-02)|Writer","1880","","1886-07-24","1965-07-30","[""Japan""]",""
"","apdp.person.001035","Marshall, Anthony Dryden","",""," - ","M","","","","News in Brief: Tananarive still wants US Link (1971-06-28)|Politician","1920","","1924-05-30","2014-11-30","[""United States""]",""
"","apdp.person.001036","Wade, Michael","",""," - ","W","","","","New Africana from Evans (1973-03-02)|Academic;;;African Exports (1973-06-27)|Writer","","","","","",""
"","apdp.person.001038","Murray, Charles","","[""Scotland""]","Charles Murray was a poet from Scotland, although he wrote most of his poetry while working as a civil engineer in South Africa. He fought in the Armed Forces in both the Second Boer War and the First World War, and then resettled in Scotland in the 1920s.

https://en.wikipedia.org/wiki/Charles_Murray_(poet)","M","","","[A Handful of Heather (1893)](apdp.work.000478)|Poet;;;[A Handful of Heather (1893)](apdp.work.000478)|Work Author;;;[Hamewith: The Complete Poems of Charles Murray (1982)](apdp.work.000479)|Poet;;;[Hamewith: The Complete Poems of Charles Murray (1982)](apdp.work.000479)|Work Author;;;[A Sough o' War (1917)](apdp.work.000476)|Poet;;;[A Sough o' War (1917)](apdp.work.000476)|Author;;;[In the Country Places (1920)](apdp.work.000477)|Poet;;;[In the Country Places (1920)](apdp.work.000477)|Work Author","A Literature in the Making (1935-05-31)|Poet","1860","[""United Kingdom""]","1864-09-27","1941-04-12","[""Scotland""]",""
"","apdp.person.001039","Figuera, John","",""," - ","F","","","","Voice of the poets (1965-09-13)|Mentioned Poet","","","","","",""
"","apdp.person.001040","Kirk-Greene, Anthony","",""," - ","K","","","","Full Analysis of the War Awaited (1972-03-06)|Politician","1920","","1925-05-16","2018-07-08","[""England""]",""
"","apdp.person.001041","O'Donovan, Desmond","",""," - ","O","","","","Lion and the Jewel (1966-12-13)|Artist;;;Nigerian play for Court Theatre (1966-11-28)|Artist;;;Sheer ingenuity of Soyinka's plot (1966-12-13)|Artist;;;African dramatist's new play (1966-09-30)|Artist","1930","","1933-02-02","2010-11-10","[""England""]",""
"","apdp.person.001042","Madiebo, Alexander","",""," - ","M","","","","Full Analysis of the War Awaited (1972-03-06)|Politician","","","","","",""
"","apdp.person.001043","Olowofoyeku, Babatunji","",""," - ","O","","","","Charges of Forming Illegal W. Nigeria Government: Police Seek Poet (1965-10-18)|Politician","1910","","1917-05-21","2003-03-26","[""Nigeria""]",""
"","apdp.person.001044","Goodwin, Jo-Ann","",""," - ","G","","","","Refusing to learn (1986-12-19)|Critic","","","","","",""
"","apdp.person.001045","Fleming, Stewart","",""," - ","F","","","","Violence Hits Central Johannesburg after Execution of Moloise (1985-10-19)|Reporter","","","","","",""
"","apdp.person.001046","Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'","True","[""Ghana""]","Kofi Awoonor was born in Wheta, now in present day Ghana. His poetic works utilized both the singing and verse traditions of his native Ewe people and contemporary references in order to represent the strife of Africa during the process of decolonization. He studied abroad in both England and the United States and returned to Ghana after receiving his PhD in 1972. Awoonor was briefly imprisoned without trial in 1975 by the military government in Ghana for supposed conspiracy to overthrow, but was released in 1976. In 2013, Awoonor was killed in an attack at the Westgate shopping mall in Nairobi.

https://en.wikipedia.org/wiki/Kofi_Awoonor","A","[""1960 BA\n: University College of Ghana\n"", ""1970 MA\n: University College London"", ""1972 PhD: SUNY at Stony Brook""]","","[Understanding African Poetry: A study of Ten Poets (1982)](apdp.work.000055)|Poet;;;[The Rift: The exile experience of South Africans (1994)](apdp.work.000291)|Mentioned Poet;;;[The Heinemann Book of African Poetry in English (1990)](apdp.work.000034)|Poet;;;[This Earth, My Brother... An Allegorical Tale of Africa (1971)](apdp.work.000227)|Poet;;;[This Earth, My Brother... An Allegorical Tale of Africa (1971)](apdp.work.000227)|Work Author;;;[An Introduction to the African Novel (1972)](apdp.work.000301)|Mentioned Poet;;;[The Emergence of African Fiction (1972)](apdp.work.000020)|Mentioned Poet;;;[African Writers Talking: A collection of interviews (1972)](apdp.work.000300)|Mentioned Poet;;;[Satellites (1967)](apdp.work.000131)|Poet;;;[Letters to Martha and other poems (1969)](apdp.work.000132)|Poet;;;[Labyrinths  and Paths of Thunder (1971)](apdp.work.000133)|Poet;;;[Nocturnes (1971)](apdp.work.000130)|Poet;;;[Selected Poems (1970)](apdp.work.000129)|Poet;;;[Rediscovery and Other Poems (1964)](apdp.work.000095)|Poet;;;[Rediscovery and Other Poems (1964)](apdp.work.000095)|Work Author;;;[Night of My Blood (1971)](apdp.work.000727)|Poet;;;[Night of My Blood (1971)](apdp.work.000727)|Work Author;;;[Ride Me, Memory (1973)](apdp.work.000728)|Poet;;;[Ride Me, Memory (1973)](apdp.work.000728)|Work Author;;;[The House by the Sea (1978)](apdp.work.000094)|Poet;;;[The House by the Sea (1978)](apdp.work.000094)|Work Author;;;[The Latin American and Caribbean Notebook (1992)](apdp.work.000725)|Poet;;;[The Latin American and Caribbean Notebook (1992)](apdp.work.000725)|Work Author;;;[Until the Morning After: Collected Poems, 1963 1985 (1987)](apdp.work.000726)|Poet;;;[Until the Morning After: Collected Poems, 1963 1985 (1987)](apdp.work.000726)|Work Author","Scorning the Sonnet (1983-09-16)|Poet;;;Ironies of exile: Post-colonial homelessness and the anticlimax of return (1994-04-01)|Poet;;;The editor lied (1991-01-18)|Poet;;;News in Brief: Verdict date on Ghanaian poet (1976-10-09)|Poet;;;Ghana refuses visa for trial observer (1976-08-25)|Poet;;;A is for Art (1972-03-24)|Poet;;;Ghana military grant pardon to jailed poet (1976-10-28)|Poet;;;Through the Drum (1972-12-29)|Poet;;;Heinemann: African Writers Series (1969-10-02)|Poet;;;Father and son (1973-08-31)|Poet;;;Letter from Harare (2000-11-03)|Poet;;;Eng. Lit. Expands (1969-12-04)|Poet;;;Books of the 1960s-2 (1965-09-16)|Mentioned Poet;;;Obituary (2013-09-29)|Mentioned Poet;;;Dillons the Book Store (1989-05-14)|Mentioned Poet","1930","[""West Africa""]","1935-03-13","2013-09-21","[""Ghana""]",""
"","apdp.person.001047","Khunga, Cuthbert","",""," - ","K","","","","Orpheus in Africa (1965-04-29)|Writer","","","","","",""
"","apdp.person.001048","Harewood, David","",""," - ","H","","","","Anowa: The Gate Theatre (1991-04-09)|Actor","1960","","1965-12-08","","[""England""]",""
"","apdp.person.001049","Babalola, Solomon Adeboye","",""," - ","B","","","","""Akamba, Yoruba, Swahili (1967-03-23)""|Academic","1920","","1926-12-17","2008-12-15","[""Nigeria""]",""
"","apdp.person.001050","Rodney, Walter","",""," - ","R","","","","Black man's burden (1981-11-06)|Writer","1940","","1942-03-23","1980-06-13","[""Guinea""]",""
"","apdp.person.001051","Hosain, Shahid","",""," - ","H","","","","""Lingua Franca, Lingua Poetica (1965-09-16)""|Mentioned Poet","1930","","1934-01-01","","[""India""]",""
"","apdp.person.001052","Walker, John","",""," - ","W","","","","Competitors' dreams destroyed by their governments (1976-07-19)|Athlete","1950","","1952-01-12","","",""
"","apdp.person.001053","Collins, Robert","",""," - ","C","","","","The Novel: Rewound and Remixed (2010-07-04)|Critic","","","","","",""
"","apdp.person.001054","Okagbue, Ben","",""," - ","O","","","","Conversations in Biafra (1969-07-27)|Politician","","","","","",""
"","apdp.person.001055","Kenyatta, Uhuru","",""," - ","K","","","","What's good for the Luo (1977-02-18)|Politician","1960","","1961-10-26","","[""Kenya""]",""
