"airtableID","title","Unique ID","Article title","Document type","Article Date (formatted)","[publication]","publisher","Source page no","Source link","Gale ID","Source access date","rights_holder","[archive]","Excerpt","works","[events]","subjects","Tags","Notes","Permissions","[news item roles]","Completion Status","person","contributor.name","creator.name","topics-decade","commentaries_relation","Related Event Omeka ID","Contributor Omeka ID","Publication Internal ID","site section"
"","African dramatist's new play (1966-09-30)","apdp.news.000149","African dramatist's new play","News Report","1966-09-30","['rec3qJ9cAS12R9eSf']","[""The Times""]","p. 14","http://link.galegroup.com/apps/doc/CS235236158/GDCS?u=linc74325&sid=GDCS&xid=d15d36b5","GALE|CS235236158","2019-06-29","[""The Times Digital Archive""]","['recIReHwRKnt2RoPo']","The English Stage Company has now completed its plans for the 1966-67 season at the Royal Court Theatre. After Three Men for Colverton, which has just opened, and Macbeth, with Sir Alec Guinness and Simone Signoret, on October 20, will come the first performance of Wole Soyinka's The Lion and the Jewel. This is to be the first of two productions of plays by Wole Soyinka to be presented by the English Stage Company in conjunction with the Ijinle players, the group of African actors living in London who recently produced The Trials of Brother Jero at the Hampstead Theatre Club. The Lion and the Jewel opens on November 30 and will be directed by Desmond O'Donovan...","","['recDU9QE7t0dzQEU5', 'recR0OYlGTFc1HxWj']","""[Performance of \""The Road\"" by Wole Soyinka](apdp.event.000049);;;[Performance of \""The Lion and the Jewel\"" by Wole Soyinka.](apdp.event.000055)""",""," - ","© Times Newspapers Limited.","['recqj04GoD0ZyYyBh', 'reciSlPTXxWTNcP8G', 'recpyjGWxmvomKqah', 'rec52TA1M9mYlJkhT', 'rec5vMJpf0p0jIpgT', 'recNRer5etXL1BzCZ', 'recn1uNSx4DFL89wm', 'recs5BAW6p4bHLKUb', 'reczVCNChCjnAofE7', 'recHTJhlP06YngQei']","Publish","""[Guinness, Alec]()|Artist;;;[Signoret, Simone]()|Artist;;;[O'Donovan, Desmond]()|Artist;;;[Otway, Thomas]()|Writer;;;[Gill, Peter]()|Artist;;;[Bond, Edward]()|Writer;;;[Osborne, John]()|Writer;;;[Babel, Isaac]()|Writer;;;[Howell, Jane]()|Artist;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet""","[""Soyinka , Wole 'Akinwande Oluwole Babatunde'""]","","1960","","","","[""apdp.publication.000005""]",""
"","African Exports (1973-07-27)","apdp.news.000255","African Exports","Book Review","1973-07-27","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","876","https://link.gale.com/apps/doc/EX1200391232/TLSH?u=linc74325&sid=gale_api&xid=c135a9f7","GALE|EX1200391232","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","[Excerpt]: ""Today the African novelist is established, not only in profusion among O and A level syllabuses within Africa but also in numerous English literature courses in the Western world... Complementing today's easy availability of the work of African authors (Heinemann's excellent 'African Writers Series' has nearly 150 titles to its credit), Evans Brothers have begun publishing a 'Modern African Writers' series... Each volume adopts a similar pattern, with a brief biographical introduction followed by a critical analysis resting on an exploration of the writer's major works. Thus the aim is fulfiled of telling us something about the present state of criticism in African literature as well as about the work of its principal exponents. 'Schools' are rigorously excluded. Short but useful bibliographies (including lists of critical works as well) and indexes (that for the Okigbo volume, compiled by Valerie Chandler, is a model of its kind) compete the books...""","","","","[""vernacular"", ""language"", ""biography""]"," - ","","['recp6XXw9R2jD8aDg', 'recAFm7OZdpv3SKIq', 'recijnewTigneNVFx', 'recq6lQnIb3yJiKsb', 'reczyCzSWGCJcv9pk', 'recSwgz53RvE5HFfG', 'recJddmRozASta4ab']","Publish","""[Okigbo, Christopher](apdp.person.itn.001150)|Poet;;;[Moore, Gerald]()|Academic;;;[Anozie, Sunday Ogbonna]()|Writer;;;[Wade, Michael]()|Writer;;;[Abrahams, Peter]()|Writer;;;[Chandler, Valerie]()|Editor;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet""","[""Okigbo, Christopher"", ""Soyinka , Wole 'Akinwande Oluwole Babatunde'""]","","1970","","","","[""apdp.publication.000001""]",""
"","African fiction: a sense of urgency (1976-12-12)","apdp.news.000260","African fiction: a sense of urgency","Critical Article","1976-12-12","['recd5QaydfA6Ls4RM']","[""The Sunday Times""]","39","https://link.gale.com/apps/doc/FP1800832656/STHA?u=linc74325&sid=gale_api&xid=1f9f11b7","GALE|FP1800832656","2024-06-26","[""The Sunday Times Historical Archive""]","['rec5hnSzuyYB34qhu']","[Excerpt]: ""One of NIgeria's most distinguished poets, Christopher Okigbo (sadly killed in action during the Biafran war) declared firmly: 'There is no African literature. There is good writing and bad writing--that's all.' It's an admirable statement, but not the whole story. His friend and fellow Ibo, the novelist Chinua Achebe, leaned perhaps too far the other way: 'It is clear to me that an Africna creative writer who tries to avoid the big social and political issues of contemporary Africa will end up being completely irrelevant.' ...""","","['recwUtCBfFx94hXbf']","""[Death of Christopher Okigbo](apdp.event.000069)""","[""death"", ""Biafra"", ""secession"", ""war"", ""violence"", ""traditional"", ""culture"", ""tribe""]"," - ","© Times Newspapers Limited.","['recyzF4CiCp9xApMN', 'recd5QT6h5q346vMt', 'reckzCQZRVCciGQZu', 'recO1cpK8D9NboQPk', 'recFKgqXGJGe6Cij4']","Publish","""[Okigbo, Christopher](apdp.person.itn.001150)|Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[Brooks, Jeremy]()|Critic;;;[Brooks, Jeremy]()|Article Author;;;[Ekwensi, Cyprian]()|Writer;;;[Ousmane, Sembène]()|Writer""","[""Okigbo, Christopher"", ""Achebe, Chinua 'Albert Chinualumogu'""]","[""Brooks, Jeremy""]","1970","""[Commentary on Jeremy Brooks’ Review of “Survive the Peace” by Cyprian Ekwensi and M.M. Carlin’s Review of “Understanding African Poetry” by Ken Goodwin, Referencing Christopher Okigbo ](apdp.commentary.000005)""","","","[""apdp.publication.000003""]",""
"","African Honeymoon (1972-03-26)","apdp.news.000071","African Honeymoon","News Report","1972-03-26","['recd5QaydfA6Ls4RM']","[""The Sunday Times""]","p. 57[S]+","http://link.galegroup.com/apps/doc/FP1802532832/GDCS?u=linc74325&sid=GDCS&xid=55c215e0","GALE|FP1802532832","2019-07-01","[""The Sunday Times Historical Archive""]","['rec5hnSzuyYB34qhu']","Frank Norman writes an article regarding his trip to South Africa and how his preconceived notions of the country line up with the actuality. He discusses he and his wife's flight in, how he has been warned by friends to ""trust no-one,"" and South African apartheid. At a cocktail party with friends, he meets Oswald Joseph Mtshali, the poet, of whom he says: ""His poems are lyrical and powerfully composed. They are a cry of anguish for the plight of the black man in South Africa and are often devastatingly critical of the Vorstere regime. But it cannot be said that they are a call to arms, which is doubtless why publication has been permitted -- in order that the world can see how liberal the South African Government really is.""

""In the evening Nadine gave a cocktail party for us, so that we could meet some of the local literati, journalists and the like. Notable among the guests was Oswald Joseph Mtshali, a black African poet whose book, Sounds of a Cowhide, is a run away bestseller among both black and white readers.""","","","","[""apartheid"", ""government""]"," - ","© Times Newspapers Limited.","['reclkhKKqsho4An7b', 'rec4JkmEsVuHUEnh4', 'recjwgeFdNmKZ308U']","Publish","""[Mtshali, Oswald Mbuyiseni](apdp.person.itn.001092)|Poet;;;[Norman, Frank]()|Reporter;;;[Gordimer, Nadine]()|Writer""","[""Mtshali, Oswald Mbuyiseni""]","","1970","""[Oswald Joseph Mbuyiseni Mtshali: A South African Poet Whose Collection’s Sales Shocked Critics](apdp.commentary.000014)""","","","[""apdp.publication.000003""]",""
"","African Playwright and Poet (1959-11-02)","apdp.news.000142","African Playwright and Poet","Play Review","1959-11-02","['rec3qJ9cAS12R9eSf']","[""The Times""]","p. 3","http://link.galegroup.com/apps/doc/CS51600738/GDCS?u=linc74325&sid=GDCS&xid=287f3303","GALE|CS51600738","2019-06-29","[""The Times Digital Archive""]","['recIReHwRKnt2RoPo']","We must hope that the reception given at the Royal Court last night to verses and songs by Mr. Wole Soyinka and to his one act play The Invention will make this Nigerian writer less suspicious of the London theatre than he gives the impression of being. Whenever he allowed a reader or a character to speak directly to the audience, the audience responded. It went more than half way towrads doing so even when Mr. Soyinka plainly was not addressing it. If he thinks this was prompted by the thing he hates most, a patronizing attitude on the part of a white audience, it will be a pity. It was prompted by respect for his gift for words. When his words were clear, clarity was their most striking quality. At those times he had written briefly, without repeating himself, and then suddenly the wish to do just that, to say it all over again, became too strong for him. What his last comment was on the relationship between the races most of us will never know. For instead of making it at the end of The Invention he made a joke, or else, figuratively speaking, he mumbled. So the comment was lost. For us, a pity.","","['recS4fLAWGsX8nvfy']","""[Performance of \""The Invention\"" by Wole Soyinka](apdp.event.000097)""",""," - ","© Times Newspapers Limited.","['recWlkhvoHehUnYje']","Publish","""[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet""","[""Soyinka , Wole 'Akinwande Oluwole Babatunde'""]","","1950","""[Wole Soyinka in The Times Advertisements and Announcements between 1965 and 1983](apdp.commentary.000003)""","","","[""apdp.publication.000005""]",""
"","African Poems of Thomas Pringle (1991-02-22)","apdp.news.000026","African Poems of Thomas Pringle","Book Review","1991-02-22","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","p. 8 ","http://link.galegroup.com/apps/doc/EX1200461917/GDCS?u=linc74325&sid=GDCS&xid=4c9d3c06","GALE|EX1200461917","2019-07-01","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Stephen Watson reviews the poetry collection of Thomas Pringle, who is a Scottish poet considered to be the ""father of South African poetry"": ""On the face of it, the title might seem well-deserved. He was undoubtedly the first of the nineteenth-century colonial poets to take on the general conditions of life in the Colony as his subject matter. Moreover, his poetry's early, often outraged protests against white tyranny, as well as its championing of the dispossessed and maligned black peoples, have made him the obvious founding father of that tradition of protest poetry which has been more or less dominant in South Africa in the past few decades."" Watson writes of Roy Campbell that Pringle fathered few successors of his kind of poetry, and the only ""significant child"" was Campbell, who appears a century later.","""[African Poems of Thomas Pringle (1989)](apdp.work.000208)""","","","[""tyranny"", ""protest"", ""colonialism""]"," - ","","['rec92Fyy1VHJHwsmo', 'reczdiphe5MpfKmOs', 'recUYlCccRvvyipgm']","Publish","""[Campbell, Roy](apdp.person.itn.000514)|Poet;;;[Pringle, Thomas](apdp.person.itn.000168)|Mentioned Poet;;;[Watson, Stephen]()|Critic;;;[Watson, Stephen]()|Article Author""","[""Campbell, Roy"", ""Pringle, Thomas""]","[""Watson, Stephen""]","1990","","","","[""apdp.publication.000001""]",""
"","African Ultra-Royalism: The following ode from the Timbuctoo Anthology, in the New Monthly Magazine, is. (1824-07-07)","apdp.news.000070","African Ultra-Royalism: The following ode from the Timbuctoo Anthology, in the New Monthly Magazine, is.","Event Announcement","1824-07-07","['rec3qJ9cAS12R9eSf']","[""The Times""]","p. 3","http://link.galegroup.com/apps/doc/CS51007207/GDCS?u=linc74325&sid=GDCS&xid=04a3cf1d","GALE|CS51007207","2019-06-29","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Includes a poem supposedly written by the Poet Laureate of central Africa, featured originally in Timbuctoo Anthology in New Monthly Magazine. ","","","",""," - ","© Times Newspapers Limited.","","Publish","","","","1820","","","","[""apdp.publication.000005""]",""
"","African Writers Series reaches 100 (1972-02-25)","apdp.news.000249","African Writers Series reaches 100","Advertisement","1972-02-25","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","208","https://link.gale.com/apps/doc/EX1200379210/TLSH?u=linc74325&sid=gale_api&xid=60cd8d1b","GALE|EX1200379210","2024-07-18","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Advertisement for the African Wrtiers Series; list of the first 100 publications. ""The 100th title in this world-famous paperback series, Girls at War, short stories by Chinua Achebe is published on 28th February at 30p. Achebe has been Editorial Adviser to the series since it began in 1962 with his Things Fall Apart. The ten years between has seen the flowering of African writing, and the best of this--fiction, poetry, and drama--is in this series.""","","","",""," - ","","['recIiVRdI7A6C70yb', 'recDEEr5h0b3Nql2i', 'recvVoRrnFHfhkFXW', 'rec4r4iN6ND7OQKAl', 'recUqKdDRvq4gsOhw', 'recNvBVTJ01QU9Z8Q', 'recGqfeUOyE71Eooq', 'recgdX10NHHiQAvTf', 'rec5NeV32n2Vms4sf', 'recj2cSTlF8Yjfr0J', 'recgPKnp1mGuOkpUw', 'recMUizqc1hlCsREC', 'recBMHXmPxAVcu7Ts', 'recmDjfYwLzXbEYTv', 'recafif7mlA3NjaT9', 'recFc71TdR1jcc7CR', 'rechu8bz6aBaKD9C3', 'recAD2Pok11jBSdmT', 'rec38uKiPqWe7HKOd', 'recBiPi4cNAEv5dCV', 'recrMU8RV0ystkU8r', 'recNyZaNbbggYVyBL', 'recirzClZJncEflvj', 'recXAWu48AiB1Qt6i', 'recXhMyG2fYgdR2Rj', 'recc4ULGQxTuLKZMw', 'recsPSO0rYMYQ6xeU', 'recCyBsb5al1Fci6l', 'recmJVyluFXER50So', 'recg5BEnK2RIXz4m1', 'reck1WiElOaTPtk7d', 'rec0sPXe9eMcuz6yF', 'recwAHOYYgX6x3326', 'recNnWEzxqyFSZ9ee', 'recF59xSUF7xJMn7o', 'recBbUnpRLURQ1X6a', 'recRjwmBAZPRdS5Cq', 'recztquX7ZllQS1yQ', 'recVmgNPGeLsMvIdw', 'rechBNhXDg5zghOW4', 'recTTaXpYfKpuqPvq', 'receInrzhi5WOtyiE', 'recnx5aTVmwIVjXTs', 'recOKubHAg3f6fe9Q', 'recaBkT2XMcyekVv8', 'recOy6OLOUJyPszrJ', 'recFjdhn7680puPFL', 'recswFiAKZPp7ZwIq', 'recuUwwnTaUjVqITp', 'recb8V4cMzt6L9WHd', 'rec8Gwu3J6XIQrNue', 'rec3VmYRzvkpnyx7a', 'recSAqgYs88ToIUr6', 'recWdPDmU2ScIchg9', 'recQzhNV8amt2L0n0', 'recuVg3xn7dRIVhAu', 'reciZ4Xb7131UQy3p', 'recvE6TeoD5Nktd68']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[Rive, Richard](apdp.person.itn.000709)|Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Okigbo, Christopher](apdp.person.itn.001150)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[Liyong, Taban Lo](apdp.person.itn.001247)|Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet;;;[U Tam'si, Tchicaya](apdp.person.itn.000297)|Poet;;;[Ekwensi, Cyprian]()|Writer;;;[Kaunda, Kenneth]()|Writer;;;[Abrahams, Peter]()|Writer;;;[wa Thiong'o, Ngugi 'James']()|Writer;;;[Edwards, Paul]()|Editor;;;[Aluko, Eniola]()|Writer;;;[Conton, William Farquhar]()|Writer;;;[Beti, Mongo]()|Writer;;;[Cook, David]()|Writer;;;[Gatheru, R. Mugo]()|Writer;;;[Munonye, John]()|Writer;;;[Beier, Ulli]()|Writer;;;[Kachingwe, Aubrey]()|Writer;;;[Amadi, Elechi]()|Writer;;;[Samkange, Stanlake John William Thompson]()|Writer;;;[Pieterse, Cosmo]()|Writer;;;[La Guma, Alex]()|Writer;;;[Odinga, Jaramogi Oginga]()|Writer;;;[Oyono, Ferdinand Léopold]()|Writer;;;[Konadu, Samuel Asare 'Kwabena Asare Bediako']()|Writer;;;[Djoleto, Amu 'Solomon Alexander']()|Writer;;;[Armah, Ayi Kwei]()|Writer;;;[Salih, Tayeb]()|Writer;;;[Gbadamosi, Bakare]()|Writer;;;[Nkrumah, Kwame]()|Writer;;;[Sellassie, Sahle]()|Writer;;;[Palangyo, Peter K.]()|Writer;;;[Serumaga, Robert]()|Writer;;;[Nwapa, Flora]()|Writer;;;[Dipoko, Mbella Sonne]()|Writer;;;[Asare, Bediako]()|Writer;;;[Honwana, Luis Bernardo]()|Writer;;;[Umeasiegbu, Rems]()|Writer;;;[Ousmane, Sembène]()|Writer;;;[Ladipo, Duro]()|Writer;;;[Nwankwo, Nkem]()|Writer;;;[Ortzen, Len]()|Writer;;;[Knappert, Jan]()|Writer;;;[Chraïbi, Driss]()|Writer;;;[Farah, Nuruddin]()|Writer;;;[Mboya, Thomas Joseph Odhiambo]()|Writer;;;[Bebey, Francis]()|Writer;;;[Maddy, Yulisa Amadu Pat]()|Writer;;;[Nzekwu, Onuora]()|Writer;;;[Mulaisho, Dominic]()|Writer;;;[Ouologuem, Yambo]()|Writer;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Writer;;;[Mazrui, Ali Al'amin]()|Writer;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet""","[""Achebe, Chinua 'Albert Chinualumogu'"", ""Rive, Richard"", ""Brutus, Dennis Vincent"", ""Clark, John Pepper 'J. P.'"", ""Okigbo, Christopher"", ""Okara, Gabriel"", ""Liyong, Taban Lo"", ""Senghor, Léopold Sédar"", ""U Tam'si, Tchicaya"", ""Dadié, Bernard Binlin"", ""Soyinka , Wole 'Akinwande Oluwole Babatunde'""]","","1970","""[Wole Soyinka in The Times Advertisements and Announcements between 1965 and 1983](apdp.commentary.000003)""","","","[""apdp.publication.000001""]",""
"","Afrikaans poet released (1982-12-06)","apdp.news.000089","Afrikaans poet released","News Report","1982-12-06","['rec3qJ9cAS12R9eSf']","[""The Times""]","p. 5","http://link.galegroup.com/apps/doc/CS84118406/GDCS?u=linc74325&sid=GDCS&xid=cace85b1","GALE|CS84118406","2019-06-29","[""The Times Digital Archive""]","['recIReHwRKnt2RoPo']","Mr Breyten Breytenbach, South Africa's most famous living Afrikaans poet, has been released from prison after serving seven of the nine years to which he was sentenced in 1975 for promoting the aims of the banned African National Congress (ANC).
By far the best known white political prisoner in South Africa, Mr Breytenbach is also the first prisoner of note to be freed under a new policy announced earlier this year by Mr Kobie Coetsee, the Minister of Justice, which makes it possible for those convicted of ""offenses against the security of the state"" to qualify for remission of sentence.
[Article continues to describe how political prisoners are chosen for release.]","","['recB0epE69obeD48c']","""[Release of Breyten Breytenbach](apdp.event.000032)""","[""prison"", ""imprisonment"", ""jail"", ""apartheid"", ""prisoner""]"," - ","© Times Newspapers Limited.","['recAvhPO2sgZEtSwj', 'recZDRVBoHXV0BSoO', 'recIKeVUEmqVh4Z99']","Publish","""[Breytenbach, Breyten](apdp.person.itn.001295)|Poet;;;[Hornsby, Michael]()|Reporter;;;[Coetzee, Hendrik Jacobus 'Kobie']()|Politician""","[""Breytenbach, Breyten""]","","1980","","","","[""apdp.publication.000005""]",""
"","Agisymbolic (1966-09-08)","apdp.news.000023","Agisymbolic","Book Review","1966-09-08","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","p. 816"," http://link.galegroup.com/apps/doc/EX1200342910/GDCS?u=linc74325&sid=GDCS&xid=f3ec4684","GALE|EX1200342910","2019-07-01","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","The review entitled Agisymbolic is critical of Janheinz Jahn collection of works; the ""heterogenous material"" included in his book varies from ""Juan Latino, who wrote bad poems in Latin in praise of Spanish noblemen; Langston Hughes pleading for sympathy; Somali poets imitating Arabic ideas of chivalry,"" and so on. The critic is skeptical of Jahn's suggestion that all of ""the black African cultures south of the Sahara form a cultural unit"" and that they can be collectively called Agisymbia. Jahn defines neo-African literature all writing that contains Agisymbian-style elements, but never truly explains what an ""Agisymbian"" element includes. ","""[Geschichte der neoafrikanischen Literatur (1966)](apdp.work.000204)""","","","[""indigenous"", ""identity""]"," - ","","['rechut2qg4ZV6aZvs', 'recaFnxv8h9OT6BWE', 'recrNy9NkaYukbEzP', 'recJyTaQXwEv0ExJW', 'recp1EB9m8Kc6a7rT', 'recnqd1iY7KUlsLBN']","Publish","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet;;;[Hughes, Langston]()|Mentioned Poet;;;[Césaire, Aimé]()|Mentioned Poet;;;[Latino, Juan 'Juan de Sessa']()|Mentioned Poet;;;[Beier, Ulli]()|Critic;;;[Beier, Ulli]()|Article Author;;;[Lasebikan, E. L.]()|Writer""","[""Senghor, Léopold Sédar""]","[""Beier, Ulli""]","1960","","","","[""apdp.publication.000001""]",""
"","Aiming High (2015-10-04)","apdp.news.000357","Aiming High","Book Review","2015-10-04","['recd5QaydfA6Ls4RM']","[""The Sunday Times""]","46","https://link.gale.com/apps/doc/IPMSKQ585094138/STHA?u=linc74325&sid=gale_api&xid=e2068c6b","GALE|IPMSKQ585094138","2024-06-26","[""The Sunday Times Historical Archive""]","['rec5hnSzuyYB34qhu']","""In 1996, in a small Nigerian town, four brothers, aged 9 to 15, defy their absent father by secretly fishing in a polluted, forbidden river."" ","""[The Fishermen (2015)](apdp.work.000203)""","","",""," - ","","['reckxwgY3yThqXb3l']","Publish","""[Grylls, David]()|Critic;;;[Grylls, David]()|Article Author""","","[""Grylls, David""]","2010","","","","[""apdp.publication.000003""]",""
"","Ain't I a woman (1992-12-11)","apdp.news.000266","Ain't I a woman","Book Review","1992-12-11","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","22","https://link.gale.com/apps/doc/EX1200468728/TLSH?u=linc74325&sid=gale_api&xid=459fcbc7","GALE|EX1200468728","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","""Ain't I a Woman"" by critic Maya Jaggi reviews ""Daughters of Africa,"" an anthology edited by Margaret Busby. Excerpt: ""Daughters of Africa draws together samples of work by more than 200 women of African descent, from the continent itself to the diaspora... Toni Morrison uses the narrator's voice as chorus, with echoes of black church music and jazz, as does Ghanaian, Ama Ata Aidoo, in her mischievous satires on urban materialism and sexual relations."" ","""[Daughters of Africa: An International Anthology of Words and Writings by Women of African descent from the Ancient Egyptian to the present (1992)](apdp.work.000202);;;[Soho Square V (1992)](apdp.work.000021)""","","","[""oral""]"," - ","","['recJa31iUxNQAKH23', 'recWozUSrImYejJ5n', 'recBwoaIHfx1sbgtT', 'recZeE4g3GlOselMb', 'recHIXOu5P3GUXPY0', 'recT8bbSKi10xStN4', 'recvn8WasHrDiMwzo', 'recuoUln0BMrMko63', 'recNA9pk1NC2s8VJg', 'recroudbEa9RgmSZ0', 'recnEyHxoZhYygKzy', 'recIxtIfS4x4Cm3kS', 'rec4AWpB3YsAUm6LK', 'recEdEGh03uO8EInl', 'recNqWFkmCi2WvTzZ', 'recISLwHjj5iYZyOs', 'recLN6Xtv8vzbJ0dD', 'recLYDdeod8eXuTjL', 'recKr4jO9w0nqbShq', 'rec487o7wObLu0NAQ', 'recMQnkgCQofwTyko', 'reclUJ1TWqIbI5NPn', 'recS5QbqMJSscExgJ', 'recc3yVJ3i5xMEiX3', 'recioRSg9g1qyGyjI', 'recSIL1H8HVubSH2E', 'recqxxmnoQ36W5xDk', 'rec5WxWLj3hqDbJAP', 'rec0bdoZvjEFDhW9l', 'recb2bkw2ppPqLxvo', 'recfAHcKjYBzJhUtC', 'recxVtxgXBWYmTkD5', 'recBnxeCj4rGD7fQ5', 'rechm2sN4AvO7cEvB', 'rectYu5aMfjBArcge', 'recIiK2P2pAkvtCQB', 'rechCD8YoHjdBupuo', 'recnThf2mmzlZg0Z2', 'recQ9ebVG1MElwwnS']","Publish","""[Nixon, Rob]()|Critic;;;[Nixon, Rob]()|Article Author;;;[Kromberg, Steve]()|Editor;;;[Ogude, James]()|Editor;;;[Langa, Mandla](apdp.person.itn.001138)|Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Poet;;;[Gunner, Liz]()|Writer;;;[Mbete-Kgositsile, Baleka]()|Writer;;;[Kgositsile, Keorapetse 'William, \""Bra Willie\""'](apdp.person.itn.000398)|Poet;;;[Rampolokeng, Lesego](apdp.person.itn.002478)|Poet;;;[Plumpp, Sterling]()|Mentioned Poet;;;[Wilderson, Frank]()|Writer;;;[Chinodya, Shimmer]()|Writer;;;[Gordimer, Nadine]()|Writer;;;[Couto, António Emílio Leite 'Mia']()|Writer;;;[McCullin, Don]()|Artist;;;[Marechera, Dambudzo](apdp.person.itn.000609)|Poet;;;[Jaggi, Maya]()|Critic;;;[Jaggi, Maya]()|Article Author;;;[Aidoo, Ama Ata 'Christina'](apdp.person.itn.000708)|Poet;;;[Busby, Margaret]()|Editor;;;[Wilson, Harriet]()|Writer;;;[Truth, Sojourner]()|Writer;;;[Davis, Angela]()|Writer;;;[Jordan, June]()|Mentioned Poet;;;[Morrison, Toni]()|Writer;;;[Hurston, Zora Neale]()|Writer;;;[Brodber, Erna]()|Writer;;;[Bennett-Coverley, Louise 'Miss Lou']()|Mentioned Poet;;;[Bloom, Valerie]()|Mentioned Poet;;;[Collins, Merle]()|Mentioned Poet;;;[Breeze, Jean 'Binda']()|Mentioned Poet;;;[Emecheta, Buchi]()|Writer;;;[Nwapa, Flora]()|Writer;;;[Head, Bessie]()|Writer;;;[Dangarembga, Tsitsi]()|Writer;;;[Mhlope, Nokugcina Elsie 'Gcina']()|Writer;;;[Djebar, Assia]()|Writer;;;[Rifaat, Alifa]()|Writer;;;[Bakr, Salwa]()|Writer;;;[Hooks, Bell]()|Writer""","[""Langa, Mandla"", ""Brutus, Dennis Vincent"", ""Kgositsile, Keorapetse 'William, \""Bra Willie\""'"", ""Rampolokeng, Lesego"", ""Marechera, Dambudzo"", ""Aidoo, Ama Ata 'Christina'""]","[""Nixon, Rob"", ""Jaggi, Maya""]","1990","","","","[""apdp.publication.000001""]",""
"","Akamba, Yoruba, Swahili (1967-03-23)","apdp.news.000191","Akamba, Yoruba, Swahili","Book Review","1967-03-23","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","244","https://link.gale.com/apps/doc/EX1200146235/TLSH?u=linc74325&sid=gale_api&xid=639ff77f","GALE|EX1200146235","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","[Ulli Beier reviews two books, Thet Content and Form of Yoruba Ijala by S. A. Babalola and Poems from Kenya by Ahmad Nassir bin Juma Bhalo.] ""The editors of the Oxford Library of African Literature hope that 'compositions in local languages will make their impact on world literature as those of India and China have done for many years.' It is not likely that this series--nine volumes have so far appeared--will make much impact ont he literary world.... To make African literature come alive in English is a formidable task. But it can be done, as was proved by Ugandan poet Okot p'Bitek, whose brilliant translation of his own original Acholi poem Song of Lawino was reviewed in the TLS of February 16.""","","","","[""translation"", ""language""]"," - ","","['reckhL4L7wshyRQG1', 'recyHBYOVsDhDRLYR', 'recuUCKlvk3SMpKWt', 'reco1eVg8Icd4t481', 'recsARt2UgNwjHUSd', 'rec7WIu3N4Oy8L0zF', 'rec5Nn8g7NDdOKhEm']","Publish","""[P'Bitek, Okot](apdp.person.itn.001284)|Poet;;;[Diop, Birago](apdp.person.itn.000186)|Mentioned Poet;;;[Beier, Ulli]()|Critic;;;[Beier, Ulli]()|Article Author;;;[Mbiti, John Samuel]()|Academic;;;[Babalola, Solomon Adeboye 'Solomon Adeboye']()|Academic;;;[Harries, Lyndon]()|Academic;;;[Hazlitt, William]()|Writer""","[""P'Bitek, Okot"", ""Diop, Birago""]","[""Beier, Ulli""]","1960","","","","[""apdp.publication.000001""]",""
