"airtableID","Unique-ID","Name last","Name given","Name alt","Name markdown","Featured","Ethnicity","Country of Nationality","Country","Region","Gender","birth-year","birth-decade","birth-place","birth_spatial.city","birth_spatial.country","death-year","death-place","Education","Selected Works Title","Poems","Poetry Collections","Speeches-Lectures-Interviews-Performances-Critical Media","Selected Works Years Published","Publisher Name","Publisher Location (City and Country","Languages spoken","Publisher Type","Authority","Bio","Bio Creator","Notes","Bio Sources (MLA)","Contact","Status","In the News?"
"","apdp.cap.000171","Kwachou","Monique","","[Kwachou, Monique](apdp.cap.000171)","","","","Cameroon","Middle Africa","F","1989","1980","Cameroon","","""Cameroon""","","N/A","University of the Free State, South Africa, 2018 – 2021, Ph.D. (Development Studies) UCL Institute of Education, London, 2014 – 2015, M.A. (Education, Gender and International Development) City University, London, January – April 2015, Certificate in Creative Writing University of Buea, 2008 – 2012, B.Sc. (Women’s Studies and Sociology, double major)","
","","Writing Therapy: A Collection of Poems (Cameroon: Langaa RPCIG, 2010).
","","","['Langaa RPCIG']","Cameroon","","","","Monique Kwachou is a Cameroonian author and scholar. Her short stories have been published in several anthologies, and her poetry collection, Writing Therapy, was published in Cameroon by Langaa RPCIG in 2010. Kwachou is the founder and executive director of Better Breed Cameroon, a nonprofit devoted to youth development. She has also worked as a Gender Studies Instructor at University of Buea, and as a Postdoctoral Research Fellow for the Higher Education and Human Development Research Group, UFS-South Africa.","Uche Okonkwo","","University of the Free State, “Monique Kwachou.” https://www.ufs.ac.za/hehd/home/unlisted-pages2/student-dummy-pages/monique-kwachou. Accessed 31 May 2022. Amazon, “About Monique Kwachou.” https://www.amazon.com/Kwachou-Monique/e/B075G3J3GB%3Fref=dbs_a_mng_rwt_scns_share. Accessed 31 May 2022. Monique Kwachou, “About Me.” http://www.moniquekwachou.com/index.php/about-me/. Accessed 31 May 2022.","","",""
"","apdp.cap.000172","Laâbi","Abdellatif","","[Laâbi, Abdellatif](apdp.cap.000172)","","","","Morocco","Northern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/31998568/","","","","","","",""
"","apdp.cap.000173","Laghouati","Abdelhamid","","[Laghouati, Abdelhamid](apdp.cap.000173)","","","","Algeria","Northern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/56770547/","","","","","","",""
"","apdp.cap.000174","Laing","Kojo","Bernard","[Laing, Kojo 'Bernard'](apdp.cap.000174)","","Ghanaian","","Ghana","Western Africa","M","1946","1940","Kumasi","""Kumasi""","""Ghana""","2017","Ghana","Diploma in management from the College of Management, Ghana (1970) Certificate in Rural Management from Birmingham University, England (1975) MA in political science and history from Glasgow University, Scotland (1968)","
","","Godhorse (Heinemann International, Portsmouth, NH, 1989); Woman of the Aeroplanes (novel) (Heinemann, Portsmouth, NH, 1988 ); Search Sweet Country (novel) (Heinemann , Portsmouth, NH, 1986); Big Bishop Roko and the Altar Gangsters (novel) (Woeli Publishing Services, Accra, Ghana, 2006);  Major Gentl and Achimota Wars (novel) (Heinemann African Writers Series, Portsmouth, NH, 1992)
","","","['Heinemann International', 'Heinemann African Writers Series', 'Woeli']","Portsmouth, NH; Accra Ghana","English, Twi","","https://viaf.org/viaf/66517334/","Kojo Laing was born 1946 in Kumasi, Ghana. One of Ghana’s leading poets and novelists, he is the author of the 1989 poetry collection Godhorse. His work has been praised for its linguistic originality where he takes a hybrid approach by blending English with Pidgin and vernacular language. Laing received his diploma in Management from the College of Management in Ghana before attending Birmingham University, England for his studies in rural management. In 1968, he graduated from Glasgow University with an MA in Political Science and History. Laing was the recipient of the National Poetry Prize Valco Award in 1976 and the 1985 National Novel Prize by the Ghana Association of Writers. He died in Ghana on 20 April 2017.","Tryphena Yeboah","","“Contemporary Poets: Kojo Laing.” Encyclopedia.com, Encyclopedia.com, https://www.encyclopedia.com/arts/culture-magazines/laing-kojo. Accessed 30 January 2022. “Kojo Laing.” Wikipedia, https://en.wikipedia.org/wiki/Kojo_Laing. Accessed 30 January 2022. “Kojo Laing.” Poetry Foundation, Poetry Foundation, https://www.poetryfoundation.org/poets/kojo-laing. Accessed 30 January 2022.","","",""
"","apdp.cap.000175","Lamrani","Wafa'a","","[Lamrani, Wafa'a](apdp.cap.000175)","","Morrocan","","Morocco","Northern Africa","","1960","1960","Ksar el-Kebir, Morocco","""Ksar el-Kebir""","""Morocco""","","N/A","College of Literature and Humanities, Rabat. Diploma (1982)","
","","","","","","","Arabic","","","Wafaa Lamrani was born in 1960 in Ksar el-Kebir, Morocco. Her poems “The Wail of Heights” and “I am Consecrated to the Coming One” were featured in The poetry of Arab women: A Contemporary Anthology (2015). She’s also contributed work to Poetic justice: An anthology of contemporary Moroccan poetry (2020). History and politics are strong influences in her work and the writer reflects the hardships and cultural norms of her country in her poems. In 1982, she received her diploma in Arabic Literature from College of Literature and Humanities, Rabat. Lamrani was one of the five women poets featured in La carte poétique du Maroc","","","“Wafaa Lamrani.” Wikipedia, Wikimedia Foundation, 30 July 2021, https://en.wikipedia.org/wiki/Wafaa_Lamrani. Accessed 15 May 2022. “Wafa'a Lamrani .” Magazine of Modern Arab Literature, Banipal, https://www.banipal.co.uk/contributors/406/wafaa-lamrani/. Accessed 15 May 2022. Kapchan, Deborah. “Zajal - the Darija Poets of Morocco.” The Markaz Review, 13 Apr. 2022, https://themarkaz.org/zajal-the-darija-poets-of-morocco/. Accessed 15 May 2022.","","",""
"","apdp.cap.000176","Langmia","Irmagard Anchang","","[Langmia, Irmagard Anchang](apdp.cap.000176)","","","","Cameroon","Middle Africa","F","","","","","","","","","","","","","","","","","","","","","","","","",""
"","apdp.cap.000177","Lara","Alda","Alda Ferreira Pires Barreto de Lara Albuquerque","[Lara, Alda 'Alda Ferreira Pires Barreto de Lara Albuquerque'](apdp.cap.000177)","","Portuguese","","Angola","Middle Africa","F","1930","1930","Benguela, Angola","""Benguela""","""Angola""","1962","Cambambe, Angola","Lisbon University, University of Coimbra","
","","Poemas (1966); Tempo da Chuva (1973); Capricórnio, Angola Obra completa, Volume 1 (1997); Ediçõ̀es APPACDM Distrital de Braga, Angola Poesia (1979); União dos Escritores Angolanos, Angola Poemas (1984) (her collected poems), Vertente, Angola
","","","['Ediçõ̀es APPACDM Distrital de Braga', 'União dos Escritores Angolanos', 'Capricórnio', 'Vertente']","Angola","Portuguese","","","Lara Alda was born 1930 in Benguela, in the Portuguese colony of Angola. Poet, essayist and political activist, she writes with a sense of social consciousness on a variety of themes including memories of her own childhood, motherhood, racial identity, and national liberation. She is the author of Poemas (1966), Tempo da Chuva (1973), Poesia (1979), and Poemas (1984) (her collected poems), all of which were published posthumously in Portuguese. She studied in the department of medicine at the University of Lisbon and the University of Coimbra. The Alda Lara Prize (in Portuguese, Prémio Alda Lara) was established in her honour. She died at the age of thirty-two in Cambambe Angola, after her return from Portugal where she lived for 13 years.","Tryphena Yeboah","Couldn't find years of education","Akyeampong, Emmanuel Kwaku, and Henry Louis Gates. Dictionary of African Biography. Oxford University Press, UK, 2012. “Alda Lara.” Wikipedia, Wikimedia Foundation, 24 Mar. 2022, https://en.wikipedia.org/wiki/Alda_Lara. Accessed 7 April 2022. “#100africanwomenwriters: 15. Alda Lara.” BookShy, http://www.bookshybooks.com/2019/01/100africanwomenwriters-15-alda-lara.html. Accessed 7 April 2022.","","",""
"","apdp.cap.000178","Laugier","Emmanuel","","[Laugier, Emmanuel](apdp.cap.000178)","","","","Morocco","Northern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/46310431/","","","","","","",""
"","apdp.cap.000179","Lawo-Sukam","Alain","","[Lawo-Sukam, Alain](apdp.cap.000179)","","Cameroonian","","Cameroon","Middle Africa","M","1973","1970","Bangwa, Cameroon","""Bangwa""","""Cameroon""","","N/A","2005 Ph.D., University of Illinois at Urbana-Champaign, Hispanic Studies 1997 M.A., University of Yaounde I, Hispanic studies 1995 B.Sc., University of Yaounde I, Hispanic Studies & Latin","
","","Sueño con África/ Dream of Africa/ Rêve d'Afrique (Buenos Aires : Viajera Editorial, 2013)
","","","['Viajera Editorial']","Buenos Aires, Argentina","French, English, Spanish","","","Alain Lawo-Sukam was born in 1973 in Bangwa, Cameroon. Scholar and creative writer, he is the author of trilingual poetry book, Sueño con África/ Dream of Africa/ Rêve d'Afrique (2013). His work examines African experiences in the Hispanic Atlantic world. In 2005, he earned a Ph.D. in Spanish from the University of Illinois at Urbana-Champaign. He also received his B.Sc and MA from University of Yaounde I in 1995 and 1997 respectively. Lawo-Sukam is an Associate Professor of Hispanic and Africana Studies and the Coordinator of Africana Studies program at Texas A&M University.","Tryphena Yeboah","","“Alain Lawo-Sukam.” College of Liberal Arts: Hispanic Studies Department, https://liberalarts.tamu.edu/hisp/profile/alain-lawo-sukam/. Accessed 15 May 2022. Little, Andrew. “Bringing the World to Aggieland's Classrooms.” The Battalion, 2 Nov. 2017, https://www.thebatt.com/life-arts/bringing-the-world-to-aggieland-s-classrooms/article_34c0b8ec-becc-11e7-8cea-1b3340616abc.html. Accessed 15 May 2022. “Biography.” Alain Lawo Sukam - Editorial Board , Scientific Research Publishing, https://www.scirp.org/(S(lz5mqp453ed%20snp55rrgjct55))/journal/detailedInforofeditorialboard.aspx?personid=7401. Accessed 15 May 2022.","","",""
"","apdp.cap.000180","Leite","Ana Mafalda","","[Leite, Ana Mafalda](apdp.cap.000180)","","Portuguese-Mozambican","","Mozambique","Eastern Africa","F","1956","1950","Aveiro, Portugal","""Aveiro""","""Portugal""","","N/A","1978 Faculty of Arts of the University of Lisbon, Romance Philology 1984 Master's degree in Brazilian and African Literatures of Portuguese Language, Faculty of Humanities of the University of Lisbon 1989 PhD African Literatures, Faculty of Humanities of the University of Lisbon","
","","2021 - The Strangeness Off the Page, Co-authored with Hirondina Joshua . Humus Editions. Collection 12Fourteen (Poetry). 
2020 - Window to the Indian Ocean , Incomplete Poetry (1984-2019), Lisbon: Rosa de Porcelana. 
2019 - Other Borders, Maputo: Cavalo do Mar. 2
017 - Other Borders : Fragments of Narratives, São Paulo: Kapulana. 2010 - Love this way of ignorance , Maputo: Alcance Editores. 
2010 - Anthology Book of Incantations and Other Poems (1984-2010), Maputo: Alcance Editores. 
2005 - Book of Enchantments (Heart Passport), Lisbon: Path. 
2002 - Passaporte do Coração , Lisbon: Quetzal. 
1999 - Roses of China , Lisbon: Quetzal. 
1992 - Mariscando Luas , Lisbon: Vega. (In collaboration with Roberto Chichorro and Luís Carlos Patraquim ). 
1989 - Songs from Alba , Lisbon: Vega. 1984 - In Sombra Acesa, Lisbon: Vega.
","","","['Humus Editions', 'Rosa de Porcelana', 'Kapulana', 'Alcance Editores', 'Path', 'Quetzal']","Maputo, Mozambique","French, English, Spanish, Italian","","https://viaf.org/viaf/310659233/","Ana Mafalda Leite was born 1956 in Aveiro, Portugal. She is the author of several poetry collections including Window to the Indian Ocean (2020), Love this form of ignorance (2010) and Roses of China (1999). She went to the Faculty of Arts of the University of Lisbon for her undergraduate studies in Romance Philology. She also received her masters in Brazilian and African Literatures of Portuguese Language and Ph.D. in African Literatures from the same university. Scholar and editor, her areas of research include Mozambican literature, African cultures and literatures in the Portuguese language, oral literature and postcolonial studies. Leite is an Associate Professor of African Literatures at the Faculty of Arts of the University of Lisbon.","Tryphena Yeboah","","“Ana Mafalda Leite.” Wikipedia, Wikimedia Foundation, 17 Mar. 2022, https://pt.wikipedia.org/wiki/Ana_Mafalda_Leite. Accessed 13 May 2022. “Ana Mafalda Leite.” CESA, Center for Studies on Africa and Development, https://cesa.rc.iseg.ulisboa.pt/investigacao/investigadores/amleite/. Accessed 13 May 2022. “Ana Mafalda Leite.” WOOK, https://www.wook.pt/autor/ana-mafalda-leite/14379. Accessed 13 May 2022. “Ana Mafalda Leite: Curriculum Vitae .” Academia.edu, https://lisboa.academia.edu/ALeite/CurriculumVitae. Accessed 13 May 2022.","","",""
"","apdp.cap.000181","Libsekal","Liyou","","[Libsekal, Liyou](apdp.cap.000181)","","Ethiopian","","Ethiopia","Eastern Africa","F","1990","1990","Addis Ababa, Ethiopia","""Addis Ababa""","""Ethiopia""","","N/A","George Washington University, BA in Anthropology (2012)","
","","Bearing Heavy Things (2015) Brooklyn, New York : Akashic Books
","","","['Akashic Books']","Brooklyn, NY","Amharic, English","","https://viaf.org/viaf/316802225/","Liyou Libsekal was born in 1990 in Addis Ababa, Ethiopia. Poet and essayist, she is the author of chapbook, Bearing Heavy Things (2015), part of the African Poetry Book Fund’s New Generation African Poets series. Her poems explore themes of displacement, culture, home, and identity. She also writes about the influences of modernization and globalization on Ethiopia’s economic growth and transformation. In 2014, Libsekal won the Brunel University African Poetry Prize for her poem “Riding Chinese Machines.” She earned her BA in Anthropology from George Washington University. She lives in Addis Ababa, Ethiopia.","Tryphena Yeboah","","“Liyou Libsekal.” Wikipedia, Wikimedia Foundation, 20 Jan. 2022, https://en.wikipedia.org/wiki/Liyou_Libsekal. Accessed 15 May 2022. BuzzEthiopia. “Ethiopian Poet Liyou Libsekal Wins 2014 Brunel African Poetry Prize.” Buzz Ethiopia, https://www.buzzethiopia.com/ethiopian-poet-liyou-libsekal-wins-2014-brunel-african-poetry-prize/. Accessed 15 May 2022. “Liyou Libsekal: Badilisha Poetry – Pan-African Poets.” Badilisha Poetry PanAfrican Poets, http://badilishapoetry.com/liyou-libsekal/. Accessed 15 May 2022. “Liyou Mesfin Libsekal.” The African Book Review, 7 Apr. 2014, https://theafricanbookreview.com/category/interviews/liyou-mesfin-libsekal/. Accessed 15 May 2022.","","",""
"","apdp.cap.000182","Lima","Maria Eugénia","","[Lima, Maria Eugénia](apdp.cap.000182)","","","","Angola","Middle Africa","F","","","","","","","","","","","","","","","","","","","","","","","","",""
"","apdp.cap.000399","Lo Liyong","Taban","","","","","South Sudan","South Sudan","","M","1939","1930","","","","","","Bobi Full Primary School, 1945–51; Gulu High School, 1952–54; Sir Samuel Baker School, 1955–57; National Teachers College, Kyambogo, 1958–59, teachers certificate; Knoxville College, Tennessee, 1962–63; Howard University, Washington, D.C., B.A. in literature and journalism 1966; University of Iowa (International Writers Workshop Fellow), Iowa City, M.F.A. 1968.","
","","Frantz Fanon's Uneven Ribs (1971), Another Nigger Dead (London, Heinemann, 1972), Ballads of Underdevelopment (Kampala, East African Literature, Bureau, 1976), The Cows of Shambat (Zimbabwe Publishing House, Harare, 1992), Words that Melt a Mountain (Nairobi, East African Educational Publishers, 1996), Carrying Knowledge Up a Palm Tree (1997), Corpse Lovers and Corpse Haters (2005), After Troy (2021), Meditations in Limbo (Nairobi, Equatorial, 1970), The Uniformed Man (Nairobi, East African Educational Publishers, 1971), The Meditations of Taban lo Liyong (1978), and Another Last Word (1990), among other collections; bold literary criticism (The Last Word [1969]); and half-serious quasi-political commentary (Thirteen Offensives Against Our Enemies [1973]), Eating Chiefs: Lwo Culture from Lolwe to Malkal, London, Heinemann, 1970; New York, Humanities Press, 1971. 
","","","['Heinemann', 'East African Educational Publishers Ltd', 'East African Education Publishing House', 'Zimbabwe Publishing House']","London, United Kingdom. Nairobi, Kenya. Harare, Zimbabwe.","","","","Taban Lo Liyong was born in 1939 in Acholiland, South Sudan. A prolific and critically acclaimed writer, he attended the National Teachers College in Kampala. He earned his undergraduate degree at Knoxville College in Tennessee, and postgraduate degree at Howard University. He is the author of poetry collections such as Frantz Fanon's Uneven Ribs (1971), Another Nigger Dead (London, Heinemann, 1972), Ballads of Underdevelopment (Kampala, East African Literature, Bureau, 1976), The Cows of Shambat (Zimbabwe Publishing House, Harare, 1992), Words that Melt a Mountain (Nairobi, East African Educational Publishers, 1996), Carrying Knowledge Up a Palm Tree (1997), Corpse Lovers and Corpse Haters (2005), After Troy (2021), Meditations in Limbo (Nairobi, Equatorial, 1970), The Uniformed Man (Nairobi, East African Educational Publishers, 1971), The Meditations of Taban lo Liyong (1978), and others. He was the first African graduate from the University of Iowa Writer's Workshop. 

","Malik, Rasaq","","""Liyong Lo, Taban."" Wikipedia, https://en.wikipedia.org/wiki/Taban_Lo_Liyong. Accessed 28 November 2022. 

Luebering, J.E. ""Liyong Lo, Taban."" https://www.britannica.com/art/literary-criticism. Accessed 28 November 2022.

Pagnoulle, Christine. ""Taban Lo Liyong."" https://www.encyclopedia.com/arts/culture-magazines/taban-lo-liyong. Accessed 28 November 2022.","","",""
"","apdp.cap.000183","Losambe","Lokangaka","","[Losambe, Lokangaka](apdp.cap.000183)","","Congolese","","Democratic Republic Of Congo","Middle Africa","M","1952","1950","Omutumba, Sankuru, Democratic Republic of Congo","""Omutumba ""","""Democratic Republic of Congo""","","N/A","Univ of Ibadan, Ph.D. in English: African literature (1983) Univ of Wales (Cardiff, UK) TEFL M.Ed. (1979) National Univ of Zaire, M.A. in English language and literature (1976) National Univ of Zaire, English language and literature B.A. (1974)","
"," “Alien in Black Land”( Poem) ,Tyume:Fort Hare Journal of Creative writing (1997 ) : 8 . Fort Hare Journal of Creative writing. Fort Hare, South Africa “ A Gardener’s Hymn”( Poem), Tyume: Fort Hare Journal of Creative Writing, Fort Hare, South Africa ( 1997 ) : 9 . “ Unwanted Guest”( Poem), Tyume: Fort Hare Journal of Creative Writing, Fort Hare, South Africa ( 1997 ) : 10 . “Baby’s Smile”( Poem), Tyume: Fort Hare Journal of Creative Writing, Fort Hare, South Africa (1996):34 “Mixing Sounds”( Poem), Tyume: Fort Hare Journal of Creative Writing, Fort Hare, South Africa (1996): 35 “Dented Shield”( Poem), Tyume: Fort Hare Journal of Creative Writing, Fort Hare, South Africa (1996): 36 “Power” ( Poem), Tyume: Fort Hare Journal of Creative Writing, Fort Hare, South Africa (1996): 37 “A Lone Tree,”( Poem), ANA Review: Publication of the Association of Nigerian Authors (October 1994). “Dancing Leaf,”(Poem) ANA Review: Publication of the Association of Nigerian Authors (October 1994). “Midnight Wind”( Poem), Fort Harian: Fort Hare Newsletter (1994). “A New Song”( Poem), in Graebner, Werner, ed. , Matatu( Amsterdam and Atlanta, GA: Rodopi, 1992) 10. “Ikogosi Springs”( Poem) Alliance Francaise Magazine, Swaziland (1992
","","","","","","Tetela, Lingala, Swahili, French, English
","","","Lokangaka Losambe was born in 1952 in Omutumba, Kasaï, Zaïre. Several of his poems have been published in Tyume Fort Hare Journal of Creative Writing. He attended National University of Zaire for his BA and MA in English language and literature. He also earned his M.Ed. from the University of Wales in 1979 and his PhD in African Literature from the University of Ibadan in 1983. Losambe’s research interests include African-Anglophone literature, Pan-African literature, Black Atlantic literature, and Post-colonialism. He is a Professor of English at the University of Vermont.","Tryphen Yeboah","","“Lokangaka Losambe.” Department of English | The University of Vermont, https://www.uvm.edu/cas/english/profiles/lokangaka_losambe. Accessed 17 May 2022. “Lokangaka Losambe.” Prabook.com, https://prabook.com/web/lokangaka.losambe/474931. Accessed 17 May 2022. Losambe, Lokangaka. “Postcolonial Agency in African and Diasporic Literature and Film.” Taylor & Francis, 31 Jan. 2022, https://www.taylorfrancis.com/books/mono/10.4324/9780429322426/postcolonial-agency-african-diasporic-literature-film-lokangaka-losambe. Accessed 17 May 2022.","","",""
"","apdp.cap.000184","Lukau","Amy","","[Lukau, Amy](apdp.cap.000184)","","","","Angola","Middle Africa","F","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/316802226","","","","","","",""
"","apdp.cap.000185","Mabanckou","Alain","","[Mabanckou, Alain](apdp.cap.000185)","","","","Congo (Brazzaville)","Middle Africa","M","1966","1960","Republic of Congo","","""Republic of Congo""","","N/A","University of Paris-Dauphine, Post-Graduate Diploma, 1993, (Business Law) Lycée Karl Marx, Pointe-Noire, B.A., 1981 (Letters and Philosophy)","
","","• 1993: Au jour le jour, (Paris: Maison rhodanienne de poésie) • 1995: La légende de l'errance, (Paris: Éditions L'Harmattan) • 1995: L'usure des lendemains, (Grenoble: Co-edition NENA/Panafrika/Silex/Nouvelles du Sud) • 1997: Les arbres aussi versent des larmes, (Paris: L'Harmattan) • 1999: Quand le coq annoncera l'aube d'un autre jour, (Paris: L'Harmattan) • 2007: Tant que les arbres s'enracineront dans la terre, Oeuvre poétique complète, (Paris: Le Seuil) • 2021: As Long As Trees Take Root in the Earth and Other Poems, trans. Nancy Naomi Carlson (Kolkata: Seagull Books)
","","","['Maison rhodanienne de poésie', ""Éditions L'Harmattan"", 'Co-edition NENA/Panafrika/Silex/Nouvelles du Sud', ""L'Harmattan"", 'Le Seuil', 'Segull Books']","Paris, France; Grenoble, France","French, English","","","Alain Mabanckou was born in Republic of the Congo and grew up in Pointe Noire. A novelist, poet, and academic, Mabanckou is one of the most recognized writers in French contemporary literature. His published poetry collections include Quand le coq annoncera l'aube d'un autre jour (1999), Au jour le jour (1993), L'usure des lendemains (1995), and Les arbres aussi versent des larmes (1997). He has received many awards for his writing, including the 2017 Man Booker International Prize for his novel, Black Moses, and the 2012 Académie Française Grand Prix de littérature Henri Gal for his entire work. He teaches literature and creative writing in the Department of French & Francophone Studies and African Studies Center at University of California, Los Angeles (UCLA).","Uche Okonkwo","","“Alain Mabanckou.” Wikipedia, https://en.wikipedia.org/wiki/Alain_Mabanckou. Accessed 22 May 2022. Kuiper, Kathleen. ""Alain Mabanckou"". Encyclopedia Britannica. https://www.britannica.com/biography/Alain-Mabanckou. Accessed 22 May 2022. “Alain Mabanckou.” Department of European Languages & Transcultural Studies, UCLA. https://elts.ucla.edu/person/alain-mabanckou/. Accessed 22 May 2022.","","",""
"","apdp.cap.000186","Mabasa","Ignatius T","Tirivangani","[Mabasa, Ignatius T 'Tirivangani'](apdp.cap.000186)","","","","Zimbabwe","Eastern Africa","M","1971","1970","Mount Darwin","""Mount Darwin""","""Zimbabwe""","","","University of Zimbabwe, BA in Shona and Linguistics, unknown. University of Oslo, MPhil Media, Democracy and Development, 1998 Rhodes University, PhD African Languages, Literatures and Linguistics, 2021","
","","Tipeiwo Dariro (College Press, Harare, 1993)
 Muchinokoro Kunaka (Zimbabwe Publishing House, Harare, 2004)
","","","['College Press', 'Zimbabwe Publishing House']","","","","https://viaf.org/viaf/58730700/","Ignatius Mabasa was born 1971 in Mount Darwin, Zimbabwe. He has written two books of poetry in Shona—a Tipeiwo Dariro and Muchinokoro Kunaka— along with three novels and two children’s books. He studied Shona and Linguistics in University of Zimbabwe. He also received his masters and PhD at University of Oslo and Rhodes University. He went on to become a professor at University of Zimbabwe. He founded Bhabhu Books, a publishing company for Shona, Ndebele, and other vernacular language novels, stories novels and stories.","Zainab Omaki","","Wikipedia Contributors. ""Ignatius Mabasa."" Wikipedia. Wikipedia Encyclopedia. April 27, 2022. https://en.wikipedia.org/wiki/Ignatius_Mabasa#Bibliography. Accessed on May 10, 2022 Mabasa, Ignatius. ""Ignatius Mabasa. Linkedin. 2022. https://www.linkedin.com/in/ignatius-mabasa-35955168/?originalSubdomain=zw Stauton, Irene. ""Ignatius Mabasa."" Poetry International. https://www.poetryinternational.com/en/poets-poems/poets/poet/102-7808_Mabasa. Accessed on May 10, 2022","","",""
"","apdp.cap.000187","Mabejane","Refiloe","Letokoto","[Mabejane, Refiloe 'Letokoto'](apdp.cap.000187)","","Masotho","","Lesotho","Southern Africa","F","","","","","","","","MA degree the University of East Anglia United Kingdom","","","","","","","","","","","","","","","","",""
"","apdp.cap.000188","MacGoye","Marjorie Oludhe","Marjorie Phyllis King","[MacGoye, Marjorie Oludhe 'Marjorie Phyllis King'](apdp.cap.000188)","","English, Kenyan","","Kenya","Eastern Africa","F","1928","1920","Southampton, England","""Southampton""","""England""","2015","Nairobi, Kenya","B A University of London","
","","Song of Nyarloka and Other Poems (1977);
Make It Sing and Other Poems (1998)
","","","['Oxford University Press Tanzania Ltd', 'East African Educational Publishers Ltd']","Tanzania, Nairobi Kenya","English","","https://viaf.org/viaf/33111942/","Marjorie Phyllis Oludhe Macgoye was born 1928 in Southhampton, England. She wrote two poetry collections: Song of Nyarloka and Other Poems, a ballad about a young girl’s exploitation and Make It Sing and Other Poems, inspired by Stephen Mathenge, one of the military commanders of the fight against British colonialism. She went to Royal Holloway College, University of London for her undergrad in English. She also received a masters at Birkbeck, University of London in English. She moved to Kenya in 1954 to sell books and became a citizen in 1964. She died in 2015 in Nairobi, Kenya.","Zainab Omaki, information also from unknown research assistant","","Wikipedia Contributors. ""Marjorie Oludhe Macgoye."" Wikipedia. Wikipedia Encyclopedia. April 21, 2022.
https://en.wikipedia.org/wiki/Marjorie_Oludhe_Macgoye#Works. Accessed on May 10, 2022.

Ilieva, Emilia. ""Marjorie Oludhe Macgoye Obituary."" The Guardian. December 31, 2015. https://www.theguardian.com/books/2015/dec/31/marjorie-oludhe-macgoye

""Oludhe-Macgoye, Marjorie."" Encyclopedia. https://www.encyclopedia.com/arts/educational-magazines/oludhe-macgoye-marjorie-1928.Accessed on May 10, 2022.://www.theguardian.com/books/2015/dec/31/marjorie-oludhe-macgoye, https://www.encyclopedia.com/arts/educational-magazines/macgoye-marjorie-king-oludhe-1928 ","","",""
"","apdp.cap.000189","MacViban","Mwalimu","Johnnie","[MacViban, Mwalimu 'Johnnie'](apdp.cap.000189)","","","","Cameroon","Middle Africa","M","1955","1950","","","","","","Other, International School, Montreal, Canada","
","","An Anecdoted Patchwork
","","","['Miraclaire Publishing']","Kansas City, United States ","English","Self Published","","","","","https://bakwabooks.com/book-author/mwalimu-johnnie-macviban/","","",""
"","apdp.cap.000190","Madani","Rachida","","[Madani, Rachida](apdp.cap.000190)","","","","Morocco","Northern Africa","F","1951","1950","","","","","","Other, Advanced study in French literature","
","","Femme Je Suis
","","","['les inéditions Barbare']","France","French","","https://viaf.org/viaf/17451550/","","","","https://frenchculture.org/books-and-ideas/authors-on-tour/1416-rachida-madani","","",""
"","apdp.cap.000191","Mahmoud","Fatima","","[Mahmoud, Fatima](apdp.cap.000191)","","","","Libya","Northern Africa","","","","","","","","","","","","","","","","","","","","","","Found (?) in Banipal","","","",""
"","apdp.cap.000192","Mahola","Mzi","Mzikayise Winston","[Mahola, Mzi 'Mzikayise Winston'](apdp.cap.000192)","","","","South Africa","Southern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/65730318/","","","","","","",""
"","apdp.cap.000193","Majdouline","Touria","","[Majdouline, Touria](apdp.cap.000193)","","","","Morocco","Northern Africa","F","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/63587128/","","","","","","",""
"","apdp.cap.000194","Majen","Ben Younes","","[Majen, Ben Younes](apdp.cap.000194)","","","","Morocco","Northern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/37005421/","","","","","","",""
"","apdp.cap.000195","Makisosila","Mawete","","[Makisosila, Mawete](apdp.cap.000195)","","","","Angola","Middle Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/54250626","","","","","","",""
